"A_1"	"A_2"	"A_3"	"A_4"	"A_5"	"B_1"	"B_2"	"B_3"	"B_4"	"B_5"
"ACVR1B"	5.62184	5.6929	5.5483	5.42939	5.88658	14.9278	15.3137	15.1572	14.9692	13.5872
"ACVR1C"	0.193509	0.191864	0.193542	0.179519	0.242774	1.44995	1.34291	1.4773	1.36882	1.56602
"ACVR2A"	1.83797	1.51672	1.67808	1.64494	1.79005	3.20702	2.83053	3.1219	3.10163	3.40566
"ACVR2B"	4.72872	4.49757	4.65508	4.61894	5.23195	2.1608	2.19888	2.19606	2.18778	2.34338
"ACVRL1"	0.245599	0.390829	0.329667	0.34597	0.280928	2.61808	2.54008	2.648	2.80047	2.38536
"ACY1"	18.1732	24.9653	23.047	20.4811	21.8614	0.805813	1.49961	0.789802	1.02673	1.68376
"ACY3"	0.632218	0.99522	0.646391	0.615992	0.894167	0.696798	0.961305	0.79357	0.975076	1.09299
"ACYP1"	27.6198	26.8984	28.2416	31.7506	24.4315	21.5954	19.9883	22.625	23.9753	21.6288
"ACYP2"	3.45417	3.43384	3.40286	3.59584	4.51757	25.758	24.5514	29.1987	27.0488	29.8809
"ADA"	48.8041	53.6479	50.5559	51.8275	48.5711	2.0708	2.36488	2.0393	2.00103	2.31854
"ADAD1"	0	0	0	0	0	0	0	0	0	0
"ADAD2"	0	0.00634315	0.00945083	0.0167538	0.0478142	0.107295	0.0771956	0.0567586	0.110558	0.261524
"ADAL"	6.13574	5.11028	5.42244	5.7041	5.61412	3.59949	3.4471	3.75521	3.49532	3.71781
"ADAM1"	2.25324	2.06867	2.20018	2.1198	2.0941	2.28706	2.51255	2.43011	2.39728	2.58923
"ADAM10"	23.8244	21.8134	23.2515	22.3637	25.2698	12.3919	11.8518	12.5442	11.4545	12.4804
"ADAM11"	0.908212	1.32548	1.24965	1.04427	1.24547	26.104	26.8131	26.8953	27.0513	25.6712
"ADAM12"	2.02688	2.15663	2.08249	1.84997	2.37146	0.26947	0.257828	0.224145	0.214668	0.280023
"ADAM15"	29.3806	37.5835	35.3722	31.5119	38.1756	15.5338	15.4464	15.2285	15.5149	15.864
"ADAM17"	8.37553	8.06251	7.78255	7.93011	9.57684	3.99688	3.88625	4.19843	3.75307	4.53505
"ADAM18"	0.0285018	0.0147528	0.041904	0.0435682	0.0521905	0	0	0	0	0
"ADAM19"	1.71988	1.91104	1.6907	1.71288	1.72421	2.20652	2.31307	2.19933	2.16234	1.94456
"ADAM2"	0.0793283	0.05331	0.043333	0.0452079	0.0486511	0.00410223	0.00392712	0	0	0
"ADAM20"	0.0706571	0.0502636	0.0204291	0.0341003	0.0343957	0.0734997	0.0851603	0.107754	0.0751809	0.0605352
"ADAM21"	0.093922	0.172932	0.186123	0.154145	0.0964417	0.258203	0.258852	0.312513	0.28129	0.24043
"ADAM21P1"	0.0202581	0.0318676	0.00949605	0.0190228	0	0.0512082	0.0748958	0.0259282	0.0339436	0.0657097
"ADAM22"	1.3172	1.2407	1.23811	1.23631	1.36314	22.141	21.9107	23.0636	21.17	23.9526
"ADAM23"	7.28749	6.71501	6.75867	7.13207	6.0058	17.874	17.5704	17.4698	16.8495	16.1474
"ADAM28"	0.261013	0.227259	0.27131	0.187655	0.320219	0.828065	0.816238	0.960456	0.819631	0.756588
"ADAM29"	0.0110218	0.0161488	0	0.0150649	0.0151884	0.0136754	0.0228987	0.028522	0.0234405	0.0237669
"ADAM30"	0	0	0.00632785	0	0	0	0	0	0	0
"ADAM32"	0.149149	0.10308	0.132668	0.111891	0.111696	0.202285	0.254377	0.369583	0.272091	0.275887
"ADAM33"	0.672871	0.75344	0.823789	0.836535	0.868009	1.32905	1.2916	1.1744	1.16439	1.30508
"ADAM3A"	0	0	0	0	0	0	0	0	0	0
"ADAM5P"	0	0	0	0	0	0.00659087	0	0.00634849	0	0
"ADAM6"	0	0	0	0	0	0	0	0	0	0
"ADAM7"	0	0	0	0	0	0	0	0	0	0
"ADAM8"	0.496625	0.693938	0.724439	0.579209	1.00293	0.673787	0.5797	0.548838	0.543769	0.740915
"ADAM9"	28.6456	26.3978	26.3667	27.6693	29.7582	12.1543	12.1835	12.8439	12.2264	13.4641
"ADAMDEC1"	0.00528525	0	0	0.0205198	0	0	0.00471402	0	0.0112637	0.00856598
"ADAMTS1"	17.3432	16.2209	16.7631	17.3289	17.5888	8.54415	8.17902	8.52359	8.58799	9.10199
"ADAMTS10"	0.338244	0.462687	0.53593	0.402524	0.893595	1.52827	1.40158	1.54488	1.42263	2.27197
"ADAMTS12"	0.723799	0.984711	0.791842	0.678877	0.910126	0.0212366	0.0426299	0.016289	0.0315071	0.0147434
"ADAMTS13"	0.845962	1.08841	1.16679	0.928579	1.61264	1.83225	1.91347	1.98166	1.91593	2.37625
"ADAMTS14"	2.31016	2.87668	2.86941	2.52173	3.11176	1.09418	1.03979	1.04682	1.06192	1.04228
"ADAMTS15"	1.45869	1.50665	1.42487	1.43498	1.44769	0.121814	0.149931	0.104376	0.126347	0.150515
"ADAMTS16"	0.140976	0.214587	0.197137	0.169479	0.190642	1.24775	1.13611	1.18617	1.11988	1.21494
"ADAMTS17"	0.445294	0.49036	0.48155	0.419032	0.54327	0.325001	0.30898	0.29248	0.302985	0.329123
"ADAMTS18"	0.0780189	0.0793223	0.0684613	0.0669982	0.101935	3.23222	3.23175	3.33107	3.26453	3.28827
"ADAMTS19"	0.510781	0.492254	0.43229	0.460181	0.524965	0.249924	0.167816	0.200003	0.197997	0.243759
"ADAMTS2"	1.13586	1.27623	1.35489	1.1424	1.591	0.71319	0.551	0.698847	0.651044	0.916066
"ADAMTS20"	0.0903588	0.122831	0.128499	0.120636	0.11603	0.00365358	0.00349166	0.0035019	0.00416842	0.0190178
"ADAMTS3"	1.29155	1.10717	1.16043	1.19687	1.28808	0.40996	0.455362	0.480821	0.50259	0.486676
"ADAMTS4"	1.031	1.2556	1.25776	1.14134	1.39995	8.1482	8.12432	7.73998	8.44119	8.52449
"ADAMTS5"	0.338768	0.354927	0.372869	0.391284	0.456767	0.875233	0.885086	0.963416	0.93798	1.08096
"ADAMTS6"	0.46518	0.452679	0.430612	0.421113	0.43343	0.0773421	0.0957867	0.0699843	0.0996407	0.0869431
"ADAMTS7"	0.579177	0.930619	0.930471	0.662667	2.01616	0.168087	0.136916	0.146475	0.141662	0.248583
"ADAMTS8"	0.112461	0.168116	0.13296	0.171563	0.202122	2.26991	2.34898	2.0303	2.33361	2.38794
"ADAMTS9"	1.43288	1.44368	1.40401	1.34703	1.47928	2.46541	2.53767	2.50937	2.39937	2.45644
"ADAMTS9-AS2"	0.052879	0.110579	0.0693751	0.0607996	0.0803953	0.31019	0.377311	0.222517	0.366253	0.222827
"ADAMTSL1"	1.39037	1.47514	1.39968	1.30361	1.4533	0.584429	0.54186	0.571303	0.578803	0.583746
"ADAMTSL2"	0.263915	0.407794	0.336564	0.294293	0.627285	2.9618	2.71196	2.65453	2.8906	4.62678
"ADAMTSL3"	0.102239	0.0836657	0.0898079	0.073693	0.0795911	0.600189	0.592392	0.634844	0.528335	0.590606
"ADAMTSL4"	9.18356	10.7942	10.2222	9.21055	12.2592	0.453259	0.445669	0.512312	0.442968	0.552929
"ADAMTSL5"	1.74419	1.73901	1.57492	1.48746	2.29897	0.222734	0.151751	0.199415	0.163986	0.242845
"ADAP1"	1.40117	1.96482	1.64219	1.69046	3.17275	25.8554	26.7115	25.5646	26.3685	36.4138
"ADAP2"	0.735192	0.826902	0.858458	0.939503	0.769354	1.09328	1.02013	0.970848	1.15102	0.998395
"ADAR"	42.0574	41.4973	40.033	39.9476	40.5957	39.7055	39.2327	39.7106	38.7732	37.2446
"ADARB1"	8.88686	9.43366	8.88918	8.53563	9.33475	15.1098	15.761	15.7829	15.4227	14.968
"ADARB2"	0.00794782	0.0043568	0	0.00758839	0.010905	4.73058	4.62379	4.6774	4.60718	5.09952
"ADARB2-AS1"	0	0.0754568	0	0	0	1.26317	0.796136	1.25585	1.12621	0.894368
"ADAT1"	5.65876	5.61487	5.44521	4.88325	5.20905	2.47239	2.52707	2.62364	2.4674	2.23433
"ADAT2"	3.23959	3.12176	2.9983	3.14072	3.27432	0.606526	0.616301	0.694942	0.718573	0.753647
"ADAT3"	0.0384747	0.0933815	0.0252895	0.0569997	2.12596	0.129082	0.0481668	0.0414701	0.131601	1.0885
"ADC"	1.29251	1.63107	1.6409	1.45251	1.43545	9.08943	9.1827	9.23017	9.4291	7.81077
"ADCK1"	3.84886	4.03955	3.74474	3.76909	3.71865	3.91771	4.14638	3.86584	4.10177	3.32521
"ADCK2"	9.54713	11.6181	11.1374	10.0671	12.132	9.83088	10.2997	10.5025	10.1319	10.985
"ADCK3"	11.8109	13.698	14.0116	13.0733	14.5134	16.7845	17.0306	16.2795	17.3806	17.8502
"ADCK4"	4.97368	5.88339	5.8575	5.0277	8.34634	6.74434	6.83596	6.70951	6.3806	8.21679
"ADCK5"	1.3901	2.41371	2.26126	1.7511	4.61282	2.02405	1.94533	1.63217	1.94894	3.16139
"ADCY1"	5.81367	6.40028	6.27386	5.76739	7.33885	23.7785	23.8959	23.657	22.8921	23.3241
"ADCY10"	0.0387189	0.0410924	0.0484611	0.0391834	0.0375766	0.0953143	0.0931398	0.0771772	0.111195	0.0827114
"ADCY2"	0.289414	0.300516	0.302408	0.262168	0.317435	14.8083	15.6224	15.1331	14.9769	13.8713
"ADCY3"	6.70526	8.00861	7.45975	6.68986	8.09997	11.1121	11.8052	11.052	11.145	10.2197
"ADCY4"	0.0453795	0.0406189	0.0251591	0.0358271	0.0253878	1.09162	0.978439	0.969654	1.00403	0.958716
"ADCY5"	0.529335	0.595338	0.580842	0.518424	0.566792	14.1679	15.0313	14.2549	14.473	13.0932
"ADCY6"	7.03764	7.68193	7.12877	7.11816	7.30661	8.31975	8.72014	8.42235	8.35415	7.87984
"ADCY7"	6.069	5.97408	5.98929	5.81315	6.80072	1.90908	1.96263	2.06298	1.81454	1.94997
"ADCY8"	0.985846	1.09457	1.00437	1.09912	1.05446	3.8208	3.63377	3.64522	3.45398	3.24327
"ADCY9"	2.65948	3.14136	3.10805	2.63383	3.71139	4.44378	4.53193	4.37576	4.40172	4.78538
"ADCYAP1"	0.0693169	0.0721598	0.0710335	0.0770675	0.105571	3.16251	3.08655	3.48171	3.12519	3.64011
"ADCYAP1R1"	0.23929	0.210317	0.205943	0.186874	0.17748	18.2127	18.6571	17.5766	17.7304	16.5241
"ADD1"	31.5005	33.6818	31.9828	30.992	34.8215	74.255	76.6205	74.7273	74.7443	74.8624
"ADD2"	6.73578	7.00506	6.96365	6.49344	7.29063	16.4862	17.3444	16.1575	15.8623	15.8738
"ADD3"	16.3915	14.675	15.6603	15.7149	17.2714	35.603	34.2336	37.1211	33.9034	38.7058
"ADH1A"	0.00815313	0	0	0	0.011329	0.00759952	0.0109414	0.00732772	0.01308	0.00663229
"ADH1B"	0.0303613	0.0381543	0.0213221	0.028473	0.0658273	0.892212	0.892731	0.837737	1.00862	0.905681
"ADH1C"	0.024961	0.00918482	0	0.0205556	0	0.0232676	0.0260581	0.0673171	0.0178014	0.00676982
"ADH4"	2.62051	2.09516	2.16977	2.42028	2.20435	0.00559782	0	0.0107728	0	0.00975052
"ADH5"	56.5296	53.2158	52.567	56.8726	50.9211	20.6628	20.1576	21.4157	20.0873	20.9097
"ADH6"	3.44535	3.03805	2.85921	3.27361	3.16241	0	0	0	0	0
"ADH7"	0.0112607	0.00619888	0.0369445	0.0138764	0	0	0	0	0	0
"ADHFE1"	0.850599	0.83299	0.920405	0.787259	0.820143	5.48156	5.36143	5.31557	5.1563	4.99008
"ADI1"	31.3871	29.8012	30.8933	33.158	30.2877	14.9789	14.5481	15.8211	15.3242	15.5438
"ADIG"	0	0.0198953	0	0.0148293	0.0252645	0.0334019	0	0	0	0
"ADIPOQ"	0	0	0	0	0	0.00230422	0.0154214	0.00441949	0	0.0080003
"ADIPOR1"	60.806	59.8067	61.7146	62.559	59.8736	28.7388	29.8487	30.11	28.9858	29.1103
"ADIPOR2"	27.9039	26.6892	26.1195	27.3963	26.6311	26.3959	26.7185	27.1217	26.6026	25.9817
"ADK"	22.5891	19.7439	22.2613	22.1441	20.8639	8.24506	8.79746	9.02481	8.54744	8.0354
"ADM"	20.0684	23.6914	24.8328	21.9418	32.2266	4.40837	3.31451	3.89389	3.98983	4.84165
"ADM2"	1.35803	1.99957	1.80587	1.69872	2.19589	0.0249168	0.0476488	0.0262887	0.0369805	0.0216312
"ADNP"	27.605	25.8324	26.0294	25.4669	28.1358	15.7754	15.4435	15.9712	15.6217	16.1739
"ADNP2"	7.44301	7.39655	7.40906	7.18446	8.12623	3.60329	3.83298	3.60537	3.40924	3.90715
"ADO"	6.92704	6.1878	6.43852	6.97893	8.41924	10.3011	10.0626	10.6679	10.0323	12.5832
"ADORA1"	0.974616	1.32556	1.37662	1.08606	1.17032	21.4602	22.9879	21.2434	22.5939	19.3213
"ADORA2A"	2.01394	2.58495	2.64505	2.10811	2.76092	2.90304	3.08731	2.98463	3.1264	2.98849
"ADORA2B"	4.67684	4.46847	4.57678	4.7354	4.73904	1.91846	2.42188	2.43749	2.27876	2.39646
"ADORA3"	0.0157346	0.0293609	0.017202	0.0308873	0.0528463	5.31394	5.65039	5.57382	5.65688	5.07561
"ADPGK"	25.2488	23.0934	24.0945	23.7302	22.8331	6.58686	7.27125	7.25147	7.29315	7.08504
"ADPRH"	0.704125	0.619525	0.63926	0.78794	0.845617	0.735884	0.683153	0.739047	0.794528	0.674316
"ADPRHL1"	1.25942	1.45176	1.29257	1.30014	1.38589	2.93805	3.05382	3.25764	3.07372	3.14033
"ADPRHL2"	18.9237	21.149	20.0022	20.3474	18.4936	11.2471	11.349	11.3788	11.4141	9.96258
"ADRA1A"	0	0	0	0.00931354	0	1.10649	1.0279	0.878546	0.963048	0.967597
"ADRA1B"	0.219339	0.298866	0.205534	0.248747	0.310339	3.13632	3.27895	3.29141	3.13272	3.10603
"ADRA1D"	0.371024	0.364786	0.407713	0.411919	0.427616	0.633819	0.665086	0.675268	0.715437	0.883225
"ADRA2A"	0.0648427	0.0614938	0.125428	0.091792	0.170359	1.54376	1.45275	1.53105	1.51239	1.9239
"ADRA2B"	0.095114	0.0657982	0.0634549	0.0982122	0.0776494	0.285183	0.319882	0.30522	0.23595	0.279107
"ADRA2C"	2.06734	3.23484	3.32272	2.83343	5.43698	1.22892	1.09642	1.13354	1.19986	2.04208
"ADRB1"	0.242926	0.289297	0.338279	0.338791	0.485737	2.06496	2.03041	2.19311	2.14077	2.87597
"ADRB2"	1.05152	1.1835	0.934085	1.13608	1.03682	0.730402	0.580667	0.697476	0.737163	0.5936
"ADRB3"	0.0308003	0.0241927	0.0288421	0.00722159	0.0182146	0.0532432	0.0431286	0.0236089	0.0140497	0.0142458
"ADRBK1"	20.6451	26.8368	25.1859	21.2392	33.4173	34.7447	35.8039	34.6087	35.1573	41.636
"ADRBK2"	3.78964	3.51002	3.42841	3.69192	3.51934	7.8227	7.83295	7.95883	7.57694	7.09035
"ADRM1"	32.9982	47.0836	45.3046	38.9105	79.056	23.0259	22.0987	22.1404	24.0115	34.3564
"ADSL"	57.4584	55.8015	54.1588	57.6134	47.9939	10.1641	10.7036	11.4411	9.28505	9.11936
"ADSS"	23.1345	19.758	20.3978	22.4741	23.171	13.56	13.4065	14.8822	14.0816	15.9817
"ADSSL1"	7.34272	7.9374	7.7685	8.04726	7.9525	2.51807	2.4884	2.39776	2.63034	2.13683
"AEBP1"	25.9161	30.4848	29.504	27.9008	35.1719	9.86946	10.5796	9.50462	10.0414	10.3297
"AEBP2"	7.24611	5.8388	6.6077	6.75795	7.19513	4.03355	3.87652	4.19973	4.0177	4.72232
"AEN"	13.8391	15.9278	14.9426	14.1514	15.7664	2.72791	2.64313	2.88689	2.6489	2.37651
"AES"	85.2744	110.889	101.687	93.5563	120.74	313.417	317.218	305.268	319.998	342.695
"AFAP1"	4.04139	4.53984	4.45326	4.0943	5.30131	4.14084	4.08941	4.18339	3.98647	4.26525
"AFAP1-AS1"	2.44991	2.54203	2.38379	2.23724	2.71888	0.142718	0.136119	0.16322	0.117273	0.146403
"AFAP1L1"	2.95762	3.11734	3.30012	2.83065	3.20878	0.761314	0.794577	0.84882	0.780256	0.772894
"AFAP1L2"	1.34148	1.36848	1.42362	1.27191	1.39495	8.31023	8.54671	8.18022	8.31104	8.27134
"AFF1"	7.84281	7.29577	7.35447	7.11415	8.4498	3.53011	3.5133	3.46937	3.52021	3.53376
"AFF2"	0.333808	0.292316	0.313652	0.295212	0.273391	2.3826	2.52556	2.44848	2.32176	2.43061
"AFF3"	2.0612	2.22467	2.30127	2.0436	2.27332	8.14111	8.15584	8.43421	7.85382	7.9396
"AFF4"	10.6443	9.50251	10.0669	9.74564	11.8851	13.1512	12.5815	13.1648	12.4491	13.6499
"AFG3L1P"	8.35632	9.14106	8.60143	8.4992	7.99079	4.80003	4.94789	4.97292	4.71037	4.4366
"AFG3L2"	30.9384	31.067	31.211	31.7905	29.7821	17.0135	16.8594	17.4467	17.4177	16.7879
"AFM"	0.0238062	0.0262186	0.029297	0.0146723	0.0164721	0	0	0	0	0
"AFMID"	22.2961	24.8893	23.176	23.8138	18.9513	15.8421	16.5312	15.0474	16.0047	13.201
"AFP"	368.396	331.406	343.48	365.101	335.015	0.179497	0.125096	0.198854	0.124558	0.123147
"AFTPH"	7.01929	6.35259	6.7296	6.92366	7.52251	12.9624	12.3579	13.5711	12.4257	14.2346
"AGA"	7.55775	6.75498	7.02478	7.33625	7.00019	3.9885	3.95702	3.7408	4.14878	4.04263
"AGAP1"	4.48178	4.63821	4.69539	4.22755	4.96871	16.8846	17.3548	17.2064	17.034	16.3561
"AGAP11"	0.539434	0.571448	0.488727	0.546549	0.609828	0.512549	0.542886	0.532356	0.53092	0.569877
"AGAP2"	0.765944	0.914981	1.03912	0.718245	1.1962	43.561	44.9985	44.1798	46.2614	50.5505
"AGAP3"	16.0756	20.6882	19.3178	18.0937	29.0678	51.5762	51.9029	46.8346	50.9084	86.56
"AGAP4"	2.95616	3.11553	3.24661	2.90014	3.31306	3.05392	3.11235	3.11026	2.99881	3.16587
"AGAP5"	2.92596	2.80847	2.84821	2.7992	2.62827	2.37708	2.32392	2.38614	2.22303	2.14425
"AGAP6"	8.00478	8.39041	8.6159	8.01496	8.89161	5.04082	5.29633	5.00722	5.22644	5.69705
"AGAP7"	2.66472	3.135	2.73813	2.93121	3.14996	1.74899	1.836	1.94286	1.79176	1.82454
"AGAP8"	3.06063	2.94254	3.12343	3.0263	2.97971	2.71854	2.56149	2.69252	2.63471	2.40284
"AGAP9"	2.20915	2.19432	2.37839	2.21568	2.01301	2.33943	2.36913	2.52396	2.28156	2.21004
"AGAP9"	2.40349	2.4647	2.53659	2.45892	2.2591	2.57347	2.61924	2.74571	2.51842	2.3832
"AGBL1"	0	0.00360631	0.00537509	0.00269149	0	0.0366562	0.0350639	0.0205211	0.0139574	0.0477616
"AGBL2"	0.270941	0.357106	0.323533	0.412846	0.355475	0.0711766	0.10212	0.102453	0.101622	0.0618212
"AGBL3"	0.0940813	0.0962132	0.116847	0.0851045	0.0759396	0.223366	0.187672	0.173803	0.165497	0.256942
"AGBL4"	0.038686	0.0212596	0.0570314	0.0475976	0.0319978	2.28616	2.24287	2.35084	2.23843	2.22165
"AGBL5"	20.9286	22.341	21.9858	20.5649	20.2847	5.28093	5.40905	4.87926	5.19541	4.65828
"AGER"	5.04548	5.50759	5.52912	5.28195	4.98453	2.50623	2.68914	2.4116	2.83974	2.04516
"AGER"	0	0	0	0	0	0	0	0	0	0
"AGER"	0	0	0	0	0	0	0	0	0	0
"AGER"	0	0	0	0	0	0	0	0	0	0
"AGER"	0	0	0	0	0	0	0	0	0	0
"AGER"	0	0	0	0	0	0	0	0	0	0
"AGER"	0	0	0	0	0	0	0	0	0	0
"AGFG1"	9.02548	8.23063	8.37379	8.53543	8.9254	7.93298	7.8082	8.2994	7.55547	8.5576
"AGFG2"	4.7751	5.57106	5.52102	5.01411	5.90748	5.81826	6.03064	5.74461	5.86353	5.65739
"AGGF1"	9.05388	7.62053	8.69669	8.99676	9.77532	8.00566	7.69299	7.9985	7.74052	8.51595
"AGK"	15.6168	14.478	14.1394	14.8601	14.3827	12.5971	13.1621	12.8612	12.1721	12.3097
"AGL"	4.69372	3.97516	4.14196	4.30131	4.95419	4.4308	4.543	4.75852	4.31155	5.10998
"AGMAT"	7.71802	7.54534	8.19323	8.17547	7.74985	0.731131	0.722329	0.698654	0.641161	0.567352
"AGMO"	0.297648	0.259853	0.309777	0.318014	0.273977	0.145141	0.202148	0.245158	0.186137	0.29841
"AGPAT1"	52.1963	57.4741	54.0197	54.6295	51.2571	44.6656	46.6366	44.3384	43.2329	38.8897
"AGPAT1"	0	0	0	0	0	0	0	0	0	0
"AGPAT1"	0	0	0	0	0	0	0	0	0	0
"AGPAT1"	0	0	0	0	0	0	0	0	0	0
"AGPAT1"	0	0	0	0	0	0	0	0	0	0
"AGPAT1"	0	0	0	0	0	0	0	0	0	0
"AGPAT1"	0	0	0	0	0	0	0	0	0	0
"AGPAT2"	7.12329	9.90153	10.4473	8.22655	24.9801	1.7556	1.6498	1.75082	1.64114	3.79891
"AGPAT3"	8.01335	8.96891	9.10317	7.99451	11.9483	16.1088	16.263	15.9685	15.8909	19.5201
"AGPAT4"	1.71067	1.84922	1.87817	1.59629	1.51444	7.82757	8.36042	8.14557	7.86282	7.84732
"AGPAT4-IT1"	0.355539	0.313411	0.371406	0.32419	0.340259	0.734643	0.940987	0.828941	0.724363	0.629603
"AGPAT5"	13.5779	11.5663	11.9036	12.7985	13.4486	7.22283	6.84863	7.34961	7.13358	7.78955
"AGPAT6"	14.5455	14.721	14.6414	14.5567	14.9764	12.8905	13.2335	12.9496	13.1579	12.7878
"AGPAT9"	4.04984	3.4155	3.77575	4.00092	3.975	1.75416	1.97928	2.09363	1.81981	2.0964
"AGPHD1"	2.59556	2.26772	2.49108	2.61732	2.28733	1.08986	1.25789	1.44341	1.13874	0.905458
"AGPS"	10.5828	9.25327	9.71723	10.1299	11.3895	4.0532	3.91238	4.14815	3.93847	4.56619
"AGR2"	36.9622	29.9757	33.7271	35.7862	31.3363	0.0123761	0	0.0479721	0.042805	0.0217092
"AGR3"	3.08203	2.75746	3.2438	3.03678	3.11133	0.0172675	0.0333906	0.0168189	0.0200049	0
"AGRN"	8.35592	11.7053	11.7322	9.45895	33.8499	3.60447	3.36202	3.31705	3.61632	8.14583
"AGRP"	0.01803	0.060286	0.059772	0.0149781	0.0255226	0.0674678	0.0815154	0.0656873	0.078132	0.0594508
"AGSK1"	0.760147	1.35778	1.21884	0.95898	2.15547	0.478986	0.41701	0.479607	0.4947	0.602181
"AGSK1"	0.60925	1.10002	1.03032	0.744485	1.83455	0.352461	0.338904	0.391585	0.359976	0.454728
"AGSK1"	1.11019	1.4779	1.49513	0.994265	2.36539	0.492703	0.442447	0.58447	0.491513	0.577277
"AGT"	53.1115	61.9068	58.0295	55.7786	59.2576	71.8214	72.4632	71.9134	71.6553	68.7074
"AGTPBP1"	6.22676	5.30329	5.84061	5.7142	6.23421	11.8925	11.0389	12.3179	11.4147	11.9356
"AGTR1"	0.295836	0.313986	0.311885	0.386137	0.307673	0.167247	0.141354	0.21757	0.146358	0.13716
"AGTR2"	0	0	0.00654314	0.00327651	0	0.144973	0.128072	0.117807	0.110474	0.135709
"AGTRAP"	15.1585	20.2737	20.4181	17.4236	23.6361	4.30457	4.3913	4.47757	4.15958	4.9861
"AGXT"	1.80093	2.94223	2.75937	2.09498	3.97656	0	0	0.027298	0.00812134	0
"AGXT2"	0.0194779	0.0267861	0	0.0039977	0.0134503	0	0	0.00435735	0	0
"AGXT2L1"	0.421916	0.346043	0.439477	0.481449	0.368291	20.4456	20.507	21.8735	20.6721	22.5911
"AGXT2L2"	7.68805	7.61546	7.21242	7.70735	6.85394	3.352	3.78627	3.72204	3.4481	3.34012
"AHCTF1"	11.3516	10.1294	10.7328	10.5209	12.4052	5.30893	5.17517	5.13647	5.04271	5.69524
"AHCY"	101.524	115.081	105.228	105.303	107.778	18.7291	19.5456	18.4215	18.6495	17.629
"AHCYL1"	45.2304	42.2194	42.7076	43.4257	44.4149	91.0783	92.2041	93.7086	90.6963	94.2559
"AHCYL2"	5.14367	4.93095	4.9353	4.82235	5.4372	11.8482	12.1178	12.3696	11.5399	11.6995
"AHDC1"	1.55339	2.1074	1.98335	1.59849	4.26827	5.8728	5.68376	5.73396	5.87598	10.1053
"AHI1"	4.24197	3.75321	3.87141	4.00527	4.39606	8.15858	7.81623	8.35443	7.85991	8.38249
"AHNAK"	31.4959	30.8586	30.8337	30.8262	31.7811	10.5067	10.8285	10.3033	10.3711	10.147
"AHNAK2"	2.19921	2.36546	2.32343	2.2806	2.46716	2.54545	2.67149	2.53668	2.52263	2.61217
"AHR"	12.6807	11.1323	12.2109	11.895	11.5764	2.3733	2.27905	2.62543	2.45167	2.48079
"AHRR"	3.73477	4.72145	4.67479	4.05362	5.50861	0.325274	0.318015	0.363748	0.356196	0.408706
"AHSA1"	83.5776	86.4425	86.0907	87.6024	82.4186	63.1755	63.5336	65.2483	63.9628	61.9652
"AHSA2"	20.7317	22.3658	21.9911	21.5069	23.3847	10.2489	10.4453	10.3959	10.4666	10.3187
"AHSG"	442.572	514.35	488.072	475.374	472.836	0.144136	0.159051	0.118085	0.115725	0.138314
"AHSP"	0.344695	0.353928	0.472774	0.447905	0.500555	0.0883748	0.057493	0.0581282	0.0690944	0.0526096
"AICDA"	0.00415315	0.00456594	0	0.00340743	0	0	0	0.00371281	0	0
"AIDA"	32.2435	28.704	30.0573	31.4292	32.4247	20.0493	19.2442	20.8602	19.3616	21.5758
"AIF1"	30.9931	27.6651	29.3363	36.1429	26.0013	13.3723	13.2619	12.7466	12.1699	12.5117
"AIF1"	0	0	0	0	0	0	0	0	0	0
"AIF1"	0	0	0	0	0	0	0	0	0	0
"AIF1"	0	0	0	0	0	0	0	0	0	0
"AIF1"	0	0	0	0	0	0	0	0	0	0
"AIF1"	0	0	0	0	0	0	0	0	0	0
"AIF1L"	16.7934	17.1538	16.2663	16.3898	15.3606	34.9238	34.7909	34.3443	34.158	32.766
"AIFM1"	28.7972	26.179	26.1263	30.2586	24.9322	8.14827	8.2906	8.28877	8.61609	7.80579
"AIFM2"	6.05362	7.83725	7.08577	6.69395	7.10764	2.50899	2.76309	2.60248	2.49669	2.35554
"AIFM3"	0.365168	0.672197	0.56953	0.604392	0.768814	18.2971	17.8612	17.4046	18.4123	18.9255
"AIG1"	16.1876	15.2619	16.7103	17.0918	15.5006	24.1887	25.6499	25.5429	25.28	24.117
"AIM1"	3.2897	2.99573	3.07999	3.07449	3.38474	0.247901	0.252624	0.262569	0.223026	0.188692
"AIM1L"	0.346585	0.420442	0.401408	0.283848	0.396396	0.00600636	0.0095682	0.0076774	0.00913857	0.00694895
"AIM2"	0.676615	0.601134	0.691836	0.757605	0.630719	0.169211	0.140276	0.178008	0.167698	0.0805573
"AIMP1"	22.7013	19.0688	21.2762	22.7243	22.0876	8.85529	8.69363	9.40033	9.01812	9.62641
"AIMP2"	21.8873	25.1427	24.7838	23.488	24.9479	4.58113	5.21023	4.66225	4.77656	5.05468
"AIP"	29.0706	38.5696	36.4593	33.5691	43.7828	29.1195	29.6957	28.1975	29.6348	32.7004
"AIPL1"	0.0124736	0.0321082	0.0446266	0.0287316	0.0375579	0.0465184	0.0631843	0.0417382	0.0443176	0.0675189
"AIRE"	0	0.0133574	0.0199007	0.0348832	0.055357	0.231658	0.193056	0.223455	0.168832	0.181985
"AJAP1"	5.73263	6.40297	6.27889	6.20755	6.61147	3.06431	3.07814	2.75889	2.98175	3.08346
